invoice_no,customer_id,country,order_date,n_line_items,total_quantity,order_value
504866,17858,United Kingdom,2010-04-18,20,89,211.77
504867,13408,United Kingdom,2010-04-18,8,143,494.41
504868,13044,United Kingdom,2010-04-18,84,335,739.25
504869,13408,United Kingdom,2010-04-18,1,4,43.8
504870,14532,United Kingdom,2010-04-18,29,125,582.84
504871,12482,Sweden,2010-04-18,6,409,642.75
504872,12482,Sweden,2010-04-18,7,1849,772.35
504873,14817,United Kingdom,2010-04-18,22,248,391.35
504874,12482,Sweden,2010-04-18,14,831,1503.45
504875,12482,Sweden,2010-04-18,9,435,753.65
504876,14878,United Kingdom,2010-04-18,23,170,260.95
504877,17085,United Kingdom,2010-04-18,37,127,316.05
504878,15768,United Kingdom,2010-04-18,52,163,551.42
504879,12482,Sweden,2010-04-18,14,1244,2142.4
504880,15059,United Kingdom,2010-04-18,13,95,160.15
504881,17850,United Kingdom,2010-04-18,21,146,326.16
504882,14395,United Kingdom,2010-04-18,58,322,596.7
504883,18231,United Kingdom,2010-04-18,11,58,239.1
504884,17389,United Kingdom,2010-04-18,20,480,957.32
504885,17969,United Kingdom,2010-04-18,12,35,115.2
504886,13285,United Kingdom,2010-04-18,23,280,315.17
504887,17850,United Kingdom,2010-04-18,21,146,326.16
504888,17256,United Kingdom,2010-04-18,12,102,148.73
504889,17256,United Kingdom,2010-04-18,2,2,4.9
504890,14415,United Kingdom,2010-04-18,79,278,599.44
504891,12791,Netherlands,2010-04-18,8,67,115.07
504893,15972,United Kingdom,2010-04-18,52,233,737.03
504894,15990,United Kingdom,2010-04-18,12,132,271.8
504895,18172,United Kingdom,2010-04-18,11,214,495.3
504896,17041,United Kingdom,2010-04-18,24,231,218.46
504897,17041,United Kingdom,2010-04-18,1,1,1.95
504898,16409,United Kingdom,2010-04-18,75,228,374.91
504900,17850,United Kingdom,2010-04-18,21,172,396.22
504901,16921,United Kingdom,2010-04-18,19,58,163.41
504902,13286,United Kingdom,2010-04-18,46,274,734.91
504903,16549,United Kingdom,2010-04-18,55,67,115.49
504904,18069,United Kingdom,2010-04-18,107,333,517.79
504905,16027,United Kingdom,2010-04-18,4,180,216.2
504906,17850,United Kingdom,2010-04-19,21,190,430.12
504907,17850,United Kingdom,2010-04-19,21,190,430.12
504908,14506,United Kingdom,2010-04-19,12,52,391.5
504909,15410,United Kingdom,2010-04-19,28,495,881.48
504910,17850,United Kingdom,2010-04-19,21,282,618.54
504911,17540,United Kingdom,2010-04-19,15,125,321.15
504912,15793,United Kingdom,2010-04-19,3,110,187.62
504913,14911,EIRE,2010-04-19,32,372,754.5
504914,14845,United Kingdom,2010-04-19,1,600,150.0
504915,14911,EIRE,2010-04-19,41,516,764.38
504917,15039,United Kingdom,2010-04-19,4,64,231.25
504920,17474,United Kingdom,2010-04-19,6,200,1047.0
504922,14952,United Kingdom,2010-04-19,5,24,130.2
504923,14952,United Kingdom,2010-04-19,4,19,139.35
504926,18172,United Kingdom,2010-04-19,6,74,215.86
504927,12482,Sweden,2010-04-19,2,1640,479.6
504929,12482,Sweden,2010-04-19,1,100,175.0
504930,18172,United Kingdom,2010-04-19,3,25,45.95
504932,13145,United Kingdom,2010-04-19,1,24,102.0
504934,17850,United Kingdom,2010-04-19,19,160,324.42
504937,15273,United Kingdom,2010-04-19,1,216,228.96
504938,15321,United Kingdom,2010-04-19,36,355,746.01
504950,15321,United Kingdom,2010-04-19,7,47,115.05
504974,13883,United Kingdom,2010-04-19,21,272,406.8
504978,13883,United Kingdom,2010-04-19,11,92,180.3
505000,16470,United Kingdom,2010-04-19,40,90,164.78
505001,17850,United Kingdom,2010-04-19,20,144,304.46
505002,16905,United Kingdom,2010-04-19,12,50,192.6
505004,13093,United Kingdom,2010-04-19,47,869,1335.02
505005,13939,United Kingdom,2010-04-19,8,77,127.75
505007,16905,United Kingdom,2010-04-19,3,7,38.1
505008,15538,United Kingdom,2010-04-19,3,105,579.75
505009,16843,United Kingdom,2010-04-19,11,273,360.47
505011,17850,United Kingdom,2010-04-19,16,120,237.02
505012,17865,United Kingdom,2010-04-19,43,430,1108.95
505013,13115,United Kingdom,2010-04-19,55,700,754.5
505014,17802,United Kingdom,2010-04-19,52,229,484.25
505015,14156,EIRE,2010-04-19,27,312,522.9
505017,17850,United Kingdom,2010-04-19,20,136,285.42
505018,15451,United Kingdom,2010-04-19,29,34,110.26
505019,18095,United Kingdom,2010-04-19,16,592,1021.04
505020,17584,United Kingdom,2010-04-19,11,128,522.2
505023,12516,Germany,2010-04-19,24,502,509.46
505024,15005,United Kingdom,2010-04-19,49,124,216.54
505042,16190,United Kingdom,2010-04-19,22,208,411.44
505044,12949,United Kingdom,2010-04-19,1,8,11.6
505047,12949,United Kingdom,2010-04-19,2,20,59.4
505051,12949,United Kingdom,2010-04-19,50,618,863.2
505052,17850,United Kingdom,2010-04-19,21,158,360.62
505056,14667,United Kingdom,2010-04-19,42,429,989.63
505057,17644,United Kingdom,2010-04-19,14,170,317.45
505058,17696,United Kingdom,2010-04-19,15,200,354.06
505059,15682,United Kingdom,2010-04-19,15,130,190.76
505061,14372,United Kingdom,2010-04-19,23,195,590.35
505062,13874,United Kingdom,2010-04-19,7,102,197.0
505063,16548,United Kingdom,2010-04-19,6,6,30.15
505064,17236,United Kingdom,2010-04-19,2,121,204.75
505066,13407,United Kingdom,2010-04-19,30,762,800.98
505067,14606,United Kingdom,2010-04-19,50,87,167.19
505068,17850,United Kingdom,2010-04-19,21,174,412.32
505070,13679,United Kingdom,2010-04-19,11,22,52.75
505075,17850,United Kingdom,2010-04-20,21,184,434.26
505076,17850,United Kingdom,2010-04-20,20,128,329.8
505077,15061,United Kingdom,2010-04-20,7,713,967.72
505078,12780,Netherlands,2010-04-20,19,284,322.4
505079,15447,United Kingdom,2010-04-20,4,38,60.9
505080,15447,United Kingdom,2010-04-20,4,26,74.86
505081,16742,United Kingdom,2010-04-20,4,109,115.18
505082,13995,United Kingdom,2010-04-20,16,249,235.67
505083,12623,Germany,2010-04-20,18,211,360.77
505084,14926,United Kingdom,2010-04-20,2,108,220.2
505085,14611,United Kingdom,2010-04-20,19,267,291.4
505086,12931,United Kingdom,2010-04-20,2,220,339.0
505087,17850,United Kingdom,2010-04-20,21,184,434.26
505088,12931,United Kingdom,2010-04-20,1,20,59.0
505089,17307,United Kingdom,2010-04-20,13,990,1076.5
505090,18276,United Kingdom,2010-04-20,22,258,300.92
505142,17138,United Kingdom,2010-04-20,36,268,603.08
505143,16161,United Kingdom,2010-04-20,18,94,153.9
505144,17850,United Kingdom,2010-04-20,21,172,406.36
505146,13694,United Kingdom,2010-04-20,5,584,907.44
505147,15970,United Kingdom,2010-04-20,13,382,703.22
505148,13694,United Kingdom,2010-04-20,1,33,64.35
505152,17867,United Kingdom,2010-04-20,1,35,43.75
505153,17908,United Kingdom,2010-04-20,21,90,124.71
505154,16864,United Kingdom,2010-04-20,2,84,111.72
505157,13856,United Kingdom,2010-04-20,6,37,88.45
505158,17825,United Kingdom,2010-04-20,3,296,264.5
505159,17742,United Kingdom,2010-04-20,13,43,271.19
505162,14812,United Kingdom,2010-04-20,36,136,185.8
505163,17596,United Kingdom,2010-04-20,10,54,119.84
505165,15885,United Kingdom,2010-04-20,16,144,240.77
505166,16862,United Kingdom,2010-04-20,6,159,120.15
505167,17841,United Kingdom,2010-04-20,37,134,236.38
505168,14156,EIRE,2010-04-20,35,374,538.98
505169,17850,United Kingdom,2010-04-20,21,178,418.96
505170,12647,Germany,2010-04-20,13,143,455.15
505171,16774,United Kingdom,2010-04-20,19,88,221.4
505172,16525,United Kingdom,2010-04-20,13,206,645.5
505173,12983,United Kingdom,2010-04-20,30,638,490.08
505174,17850,United Kingdom,2010-04-20,17,116,225.1
505175,12835,United Kingdom,2010-04-20,16,55,153.28
505176,17622,United Kingdom,2010-04-20,19,248,736.88
505177,13042,United Kingdom,2010-04-20,51,228,534.34
505178,17861,United Kingdom,2010-04-20,43,219,356.04
505179,17185,United Kingdom,2010-04-20,7,29,68.25
505180,17185,United Kingdom,2010-04-20,14,26,55.5
505181,18134,United Kingdom,2010-04-20,10,45,142.85
505182,17576,United Kingdom,2010-04-20,21,78,114.09
505183,13999,United Kingdom,2010-04-20,11,155,339.59
505184,13753,United Kingdom,2010-04-20,18,290,376.11
505185,14648,United Kingdom,2010-04-20,97,427,680.91
505186,16619,United Kingdom,2010-04-20,24,272,369.71
505187,14440,United Kingdom,2010-04-20,4,60,234.6
505188,15886,United Kingdom,2010-04-20,23,137,294.37
505189,13485,United Kingdom,2010-04-20,37,356,629.58
505196,13577,United Kingdom,2010-04-20,13,88,225.08
505199,15571,United Kingdom,2010-04-20,39,210,264.29
505200,16839,United Kingdom,2010-04-20,10,345,402.68
505201,12836,United Kingdom,2010-04-20,24,112,425.6
505206,13078,United Kingdom,2010-04-20,16,240,701.32
505209,14081,United Kingdom,2010-04-20,108,383,693.55
505211,18062,United Kingdom,2010-04-21,15,235,422.75
505212,15129,United Kingdom,2010-04-21,9,103,299.25
505213,15366,United Kingdom,2010-04-21,15,364,572.06
505228,16256,United Kingdom,2010-04-21,9,936,519.84
505230,15695,United Kingdom,2010-04-21,19,133,372.45
505232,17448,United Kingdom,2010-04-21,21,188,280.72
505233,17377,United Kingdom,2010-04-21,20,70,180.0
505235,17949,United Kingdom,2010-04-21,1,144,1576.8
505236,12391,Cyprus,2010-04-21,48,387,1000.5
505237,12391,Cyprus,2010-04-21,1,72,151.2
505238,16684,United Kingdom,2010-04-21,1,37,314.5
505239,17920,United Kingdom,2010-04-21,23,312,757.95
505240,12971,United Kingdom,2010-04-21,3,36,148.6
505287,16472,United Kingdom,2010-04-21,26,168,557.04
505297,12530,Germany,2010-04-21,15,234,264.54
505313,13911,United Kingdom,2010-04-21,5,58,149.1
505314,12681,France,2010-04-21,48,566,1004.06
505315,15311,United Kingdom,2010-04-21,8,308,523.42
505316,16231,United Kingdom,2010-04-21,34,176,291.55
505317,12588,Finland,2010-04-21,16,170,248.9
505328,14527,United Kingdom,2010-04-21,25,58,182.77
505329,13431,United Kingdom,2010-04-21,6,118,237.7
505330,13089,United Kingdom,2010-04-21,2,104,241.2
505331,17622,United Kingdom,2010-04-21,19,131,393.33
505332,15719,United Kingdom,2010-04-21,61,150,345.62
505333,15455,United Kingdom,2010-04-21,2,3,38.25
505335,12709,Germany,2010-04-21,42,1600,3857.2
505336,17644,United Kingdom,2010-04-21,14,170,317.45
505337,12631,Finland,2010-04-21,53,471,910.93
505338,12631,Finland,2010-04-21,1,6,15.3
505340,17448,United Kingdom,2010-04-21,21,286,296.2
505341,17448,United Kingdom,2010-04-21,17,183,245.27
505342,17448,United Kingdom,2010-04-21,19,217,276.71
505343,16592,United Kingdom,2010-04-21,20,219,317.83
505344,16086,United Kingdom,2010-04-21,15,220,357.62
505345,17324,United Kingdom,2010-04-21,7,55,93.71
505346,15890,United Kingdom,2010-04-21,1,5,23.75
505347,16133,United Kingdom,2010-04-21,6,218,438.47
505348,16225,United Kingdom,2010-04-21,12,68,182.8
505349,15580,United Kingdom,2010-04-21,41,107,208.19
505351,17884,United Kingdom,2010-04-21,29,102,222.32
505352,17884,United Kingdom,2010-04-21,1,24,30.0
505356,15570,United Kingdom,2010-04-21,47,341,801.47
505357,17457,United Kingdom,2010-04-21,5,160,302.0
505358,14605,United Kingdom,2010-04-21,38,120,373.71
505360,17115,United Kingdom,2010-04-21,11,39,253.73
505361,14825,United Kingdom,2010-04-21,19,62,126.58
505362,13728,United Kingdom,2010-04-21,11,116,183.3
505363,17865,United Kingdom,2010-04-21,37,409,842.45
505364,14395,United Kingdom,2010-04-21,24,91,280.41
505366,13461,United Kingdom,2010-04-21,11,244,336.6
505367,13963,United Kingdom,2010-04-21,17,89,305.33
505368,14388,United Kingdom,2010-04-21,25,253,401.23
505372,17681,United Kingdom,2010-04-21,1,4,51.0
505373,17681,United Kingdom,2010-04-21,1,72,39.6
505374,17848,United Kingdom,2010-04-21,1,16,159.2
505375,17848,United Kingdom,2010-04-21,1,1,4.65
505376,16755,United Kingdom,2010-04-21,65,375,609.92
505378,15095,United Kingdom,2010-04-22,13,226,430.0
505379,15291,United Kingdom,2010-04-22,4,84,371.4
505380,17675,United Kingdom,2010-04-22,6,106,213.0
505381,14646,Netherlands,2010-04-22,14,323,581.85
505385,13308,United Kingdom,2010-04-22,17,230,284.86
505389,17675,United Kingdom,2010-04-22,1,12,10.2
505392,18108,United Kingdom,2010-04-22,4,12,84.56
505394,14917,United Kingdom,2010-04-22,10,534,547.12
505396,16131,United Kingdom,2010-04-22,58,1501,3181.97
505397,15633,United Kingdom,2010-04-22,32,367,679.35
505398,13855,United Kingdom,2010-04-22,29,245,394.0
505399,18188,United Kingdom,2010-04-22,2,12,37.8
505409,12504,Germany,2010-04-22,5,120,116.4
505443,13625,United Kingdom,2010-04-22,21,144,301.26
505445,13089,United Kingdom,2010-04-22,4,168,107.76
505447,14680,United Kingdom,2010-04-22,22,292,540.2
505448,17646,United Kingdom,2010-04-22,14,128,206.46
505450,13935,United Kingdom,2010-04-22,36,1500,3374.8
505452,14917,United Kingdom,2010-04-22,19,357,576.63
505453,12625,Germany,2010-04-22,37,519,879.69
505456,14735,United Kingdom,2010-04-22,9,128,343.2
505461,17754,United Kingdom,2010-04-22,10,221,354.9
505462,15622,United Kingdom,2010-04-22,58,616,1045.1
505463,15622,United Kingdom,2010-04-22,14,100,344.8
505464,13698,United Kingdom,2010-04-22,26,189,281.23
505465,13446,United Kingdom,2010-04-22,7,300,384.36
505466,14000,United Kingdom,2010-04-22,15,498,690.7
505468,12932,United Kingdom,2010-04-22,10,73,186.35
505469,17083,United Kingdom,2010-04-22,4,114,342.7
505472,12932,United Kingdom,2010-04-22,2,14,27.5
505479,18231,United Kingdom,2010-04-22,11,27,86.3
505481,13346,United Kingdom,2010-04-22,1,18,45.9
505482,18218,United Kingdom,2010-04-22,2,120,178.0
505491,14895,United Kingdom,2010-04-22,7,134,181.5
505494,14064,United Kingdom,2010-04-22,16,85,133.3
505495,16743,United Kingdom,2010-04-22,26,245,308.46
505496,15651,United Kingdom,2010-04-22,15,206,291.26
505497,14040,United Kingdom,2010-04-22,20,188,386.2
505498,14209,United Kingdom,2010-04-22,16,118,265.8
505499,16862,United Kingdom,2010-04-22,16,202,297.98
505500,13199,United Kingdom,2010-04-22,2,588,434.52
505501,18093,United Kingdom,2010-04-22,5,277,325.43
505502,18272,United Kingdom,2010-04-22,18,250,352.8
505503,14006,United Kingdom,2010-04-22,12,760,386.24
505504,16279,United Kingdom,2010-04-22,39,295,484.82
505506,16344,United Kingdom,2010-04-22,7,86,107.66
505507,15073,United Kingdom,2010-04-22,15,153,246.88
505508,14655,United Kingdom,2010-04-22,26,556,972.54
505509,14156,EIRE,2010-04-22,40,485,1085.0
505511,13769,United Kingdom,2010-04-22,11,51,152.69
505512,17961,United Kingdom,2010-04-22,3,3,8.75
505513,14556,United Kingdom,2010-04-22,79,134,334.96
505514,17729,United Kingdom,2010-04-22,23,247,438.65
505515,14092,United Kingdom,2010-04-22,13,143,265.15
505516,15768,United Kingdom,2010-04-22,28,97,503.22
505517,15715,United Kingdom,2010-04-22,8,29,125.03
505518,14182,United Kingdom,2010-04-22,10,24,157.3
505519,13004,United Kingdom,2010-04-22,22,200,328.66
505520,12823,United Kingdom,2010-04-22,1,50,317.5
505521,17240,United Kingdom,2010-04-22,7,108,130.6
505522,14911,EIRE,2010-04-22,16,227,321.85
505523,15093,United Kingdom,2010-04-22,19,632,416.62
505525,14156,EIRE,2010-04-22,6,856,887.4
505530,12976,United Kingdom,2010-04-22,16,260,513.0
505532,16176,United Kingdom,2010-04-22,1,2,17.0
505533,18102,United Kingdom,2010-04-22,2,102,740.52
505534,18102,United Kingdom,2010-04-22,5,2146,1824.1
505535,18102,United Kingdom,2010-04-22,3,8,6.8
505536,18102,United Kingdom,2010-04-22,1,120,840.0
505537,16013,United Kingdom,2010-04-22,2,110,529.5
505538,16013,United Kingdom,2010-04-22,3,231,791.99
505540,16029,United Kingdom,2010-04-22,2,300,495.0
505542,14788,United Kingdom,2010-04-22,28,298,476.88
505547,12406,Denmark,2010-04-22,10,576,748.0
505548,14525,United Kingdom,2010-04-22,23,221,406.5
505549,17057,United Kingdom,2010-04-22,47,122,288.79
505550,17448,United Kingdom,2010-04-23,30,300,322.14
505551,16497,United Kingdom,2010-04-23,20,187,336.45
505552,16497,United Kingdom,2010-04-23,1,12,19.8
505553,17448,United Kingdom,2010-04-23,17,186,199.19
505554,12747,United Kingdom,2010-04-23,6,52,213.28
505555,12672,France,2010-04-23,11,58,181.15
505557,13648,United Kingdom,2010-04-23,23,155,378.87
505558,12921,United Kingdom,2010-04-23,27,379,457.32
505559,17949,United Kingdom,2010-04-23,1,516,546.96
505560,17949,United Kingdom,2010-04-23,1,150,63.0
505561,17448,United Kingdom,2010-04-23,26,288,358.4
505563,16168,United Kingdom,2010-04-23,5,53,179.55
505564,14522,United Kingdom,2010-04-23,5,66,122.54
505565,13531,United Kingdom,2010-04-23,17,97,295.61
505566,15218,United Kingdom,2010-04-23,17,360,497.25
505567,13267,United Kingdom,2010-04-23,20,193,335.7
505568,13694,United Kingdom,2010-04-23,10,895,978.21
505569,15474,United Kingdom,2010-04-23,19,56,163.1
505570,17181,United Kingdom,2010-04-23,5,27,69.93
505571,16661,United Kingdom,2010-04-23,46,202,422.68
505572,14030,United Kingdom,2010-04-23,42,158,344.55
505573,17448,United Kingdom,2010-04-23,22,306,276.86
505574,13269,United Kingdom,2010-04-23,22,256,336.83
505575,16028,United Kingdom,2010-04-23,5,18,82.2
505576,13269,United Kingdom,2010-04-23,16,354,289.94
505577,15738,United Kingdom,2010-04-23,15,233,325.45
505578,15306,United Kingdom,2010-04-23,11,82,157.14
505579,17448,United Kingdom,2010-04-23,26,270,364.6
505580,17448,United Kingdom,2010-04-23,28,317,357.49
505581,15898,United Kingdom,2010-04-23,14,16,119.84
505585,17448,United Kingdom,2010-04-23,28,224,500.3
505588,15548,United Kingdom,2010-04-23,23,64,158.09
505615,15288,United Kingdom,2010-04-23,40,206,425.21
505616,13656,United Kingdom,2010-04-23,16,187,325.15
505633,14623,United Kingdom,2010-04-23,24,86,112.55
505634,15518,United Kingdom,2010-04-23,46,150,320.91
505635,14852,United Kingdom,2010-04-23,22,339,424.2
505636,14755,United Kingdom,2010-04-23,22,208,386.4
505637,15179,United Kingdom,2010-04-23,12,217,214.45
505639,15042,United Kingdom,2010-04-23,4,208,179.52
505640,15694,United Kingdom,2010-04-23,9,112,453.6
505641,15514,United Kingdom,2010-04-23,10,127,128.41
505643,15245,United Kingdom,2010-04-23,22,329,512.26
505644,14958,United Kingdom,2010-04-23,7,24,122.6
505657,13126,United Kingdom,2010-04-23,21,309,317.44
505669,12483,Sweden,2010-04-23,8,144,201.0
505675,16008,United Kingdom,2010-04-23,13,173,261.39
505676,14541,United Kingdom,2010-04-23,10,76,167.0
505681,15747,United Kingdom,2010-04-23,9,91,131.25
505682,14709,United Kingdom,2010-04-23,16,211,457.37
505685,16538,United Kingdom,2010-04-23,28,142,230.11
505688,17351,United Kingdom,2010-04-23,5,27,180.15
505694,13693,United Kingdom,2010-04-25,15,216,255.66
505695,16585,United Kingdom,2010-04-25,13,91,252.27
505696,13777,United Kingdom,2010-04-25,4,120,290.4
505697,15755,United Kingdom,2010-04-25,17,168,325.5
505698,15838,United Kingdom,2010-04-25,2,160,296.0
505699,14451,United Kingdom,2010-04-25,51,165,329.17
505700,16414,United Kingdom,2010-04-25,5,48,103.48
505701,16868,United Kingdom,2010-04-25,23,47,183.9
505702,14549,United Kingdom,2010-04-25,27,77,194.09
505703,15600,United Kingdom,2010-04-25,20,176,328.48
505704,12844,United Kingdom,2010-04-25,21,37,123.03
505705,16068,United Kingdom,2010-04-25,34,52,122.93
505706,17436,United Kingdom,2010-04-25,4,42,139.5
505707,14156,EIRE,2010-04-25,40,309,1002.95
505708,13782,United Kingdom,2010-04-25,34,56,166.28
505709,13050,United Kingdom,2010-04-25,147,343,598.62
505710,12474,Germany,2010-04-25,35,326,573.1
505711,13293,United Kingdom,2010-04-25,5,37,83.26
505712,13527,United Kingdom,2010-04-25,48,216,564.57
505713,18178,United Kingdom,2010-04-25,42,647,654.32
505714,13863,United Kingdom,2010-04-25,18,110,304.52
505715,13760,United Kingdom,2010-04-25,18,169,298.32
505716,18091,United Kingdom,2010-04-25,25,539,360.85
505717,17611,United Kingdom,2010-04-25,56,216,424.79
505718,13609,United Kingdom,2010-04-25,7,19,167.35
505719,17550,United Kingdom,2010-04-25,49,140,635.85
505720,17372,United Kingdom,2010-04-25,38,76,190.97
505721,15055,United Kingdom,2010-04-25,24,59,167.25
505723,17146,United Kingdom,2010-04-25,42,155,521.33
505724,17550,United Kingdom,2010-04-25,17,60,341.1
505725,14606,United Kingdom,2010-04-25,62,156,403.01
505729,12877,United Kingdom,2010-04-25,13,119,182.45
